/* DATA DESCRIPTION:
Citation:	Kurihara, Haruko; Asai, Takamasa; Kato, Shoji; Ishimatsu, Atsushi (2008): Seawater carbonate chemistry and early development of the oyster Crassostrea gigas. PANGAEA, https://doi.org/10.1594/PANGAEA.924558
Abstract:	We investigated the effects of seawater equilibrated with CO2-enriched air (2000 ppm, pH 7.4) on the early development of the mussel Mytilus galloprovincialis. Mussel embryos were incubated for 144 h (6 d) in control and high-CO2 seawater to compare embryogenesis, larval growth and morphology with ordinary light, polarized light, and scanning electron microscopy. Embryogenesis was unaffected by exposure to high-CO2 seawater up to the trochophore stage, but development at the trochophore stage was delayed when the shell began to form. All veliger larvae of the high-CO2 group showed morphological abnormalities such as convex hinge, protrusion of the mantle and malformation of shells. Larval height and length were 26 +- 1.9% and 20 +- 1.1% smaller, respectively, in the high-CO2 group than in the control at 144 h. These results are consistent with our previous findings of CO2 effects on early development of the oyster Crassostrea gigas, although the severity of CO2 damage appears to be less in M. galloprovincialis, possibly due to differing spawning seasons (oyster: summer; mussel: winter). Results from this and the previous study indicate that high CO2 (2000 ppm) interferes with early development, particularly with larval shell synthesis, of bivalves; however, vulnerability to high CO2 differs between species. Taken together with recent studies demonstrating negative impacts of high CO2 on adult mussels and oysters, results imply a future decrease of bivalve populations in the oceans, unless acclimation to the predicted environmental alteration occurs.
Keyword(s):	Animalia; Bottles or small containers/Aquaria (<20 L); Coast and continental shelf; Development; Growth/Morphology; Laboratory experiment; Mollusca; Mytilus galloprovincialis; North Pacific; Pelagos; Single species; Temperate; Zooplankton
Supplement to:	Kurihara, Haruko; Asai, Takamasa; Kato, Shoji; Ishimatsu, Atsushi (2008): Effects of elevated pCO2 on early development in the mussel Mytilus galloprovincialis. Aquatic Biology, 4, 225-233, https://doi.org/10.3354/ab00109
Further details:	Gattuso, Jean-Pierre; Epitalon, Jean-Marie; Lavigne, Héloise; Orr, James; Gentili, Bernard; Hagens, Mathilde; Hofmann, Andreas; Mueller, Jens-Daniel; Proye, Aurélien; Rae, James; Soetaert, Karline (2020): seacarb: seawater carbonate chemistry with R. R package version 3.2.14. https://CRAN.R-project.org/package=seacarb
Project(s):	Ocean Acidification International Coordination Centre (OA-ICC) (URI: http://www.iaea.org/ocean-acidification/page.php?page=2181)
Coverage:	LATITUDE: 32.809500 * LONGITUDE: 129.770800
Event(s):	Nagasaki_University * LATITUDE: 32.809500 * LONGITUDE: 129.770800 * METHOD/DEVICE: Experiment (EXP)
Comment:	In order to allow full comparability with other ocean acidification data sets, the R package seacarb (Gattuso et al, 2020) was used to compute a complete and consistent set of carbonate system variables, as described by Nisumaa et al. (2010). In this dataset the original values were archived in addition with the recalculated parameters (see related PI). The date of carbonate chemistry calculation by seacarb is 2020-10-30.
Parameter(s):	Type (Type) * PI: Kurihara, Haruko * COMMENT: study
	Species (Species) * PI: Kurihara, Haruko
	Registration number of species (Reg spec no) * PI: Kurihara, Haruko
	Uniform resource locator/link to reference (URL ref) * PI: Kurihara, Haruko * COMMENT: WoRMS Aphia ID
	Treatment (Treat) * PI: Kurihara, Haruko
	Time in hours [h] (Time) * PI: Kurihara, Haruko * COMMENT: after fertilization
	Stage (Stage) * PI: Kurihara, Haruko
	Percentage [%] (Perc) * PI: Kurihara, Haruko * COMMENT: distribution at each developmental stage
	Percentage, standard deviation [±] (Perc std dev) * PI: Kurihara, Haruko * COMMENT: distribution at each developmental stage
	Status (Status) * PI: Kurihara, Haruko
	Percentage [%] (Perc) * PI: Kurihara, Haruko * COMMENT: distribution of normal and different types of abnormal embryos
	Percentage, standard deviation [±] (Perc std dev) * PI: Kurihara, Haruko * COMMENT: distribution of normal and different types of abnormal embryos
	Length [µm] (l) * PI: Kurihara, Haruko * COMMENT: shell
	Length, standard deviation [±] (l std dev) * PI: Kurihara, Haruko * COMMENT: shell
	Height [µm] (h) * PI: Kurihara, Haruko * COMMENT: shell
	Height, standard deviation [±] (h std dev) * PI: Kurihara, Haruko * COMMENT: shell
	Temperature, water [°C] (Temp) * PI: Kurihara, Haruko
	Temperature, water, standard deviation [±] (Temp std dev) * PI: Kurihara, Haruko
	pH (pH) * PI: Kurihara, Haruko * METHOD/DEVICE: Potentiometric * COMMENT: NBS scale
	pH, standard deviation [±] (pH std dev) * PI: Kurihara, Haruko * METHOD/DEVICE: Potentiometric * COMMENT: NBS scale
	Alkalinity, total [µmol/kg] (AT) * PI: Kurihara, Haruko * METHOD/DEVICE: Potentiometric titration
	Alkalinity, total, standard deviation [±] (AT std dev) * PI: Kurihara, Haruko * METHOD/DEVICE: Potentiometric titration
	Salinity (Sal) * PI: Kurihara, Haruko
	Salinity, standard deviation [±] (Sal std dev) * PI: Kurihara, Haruko
	Carbon, inorganic, dissolved [µmol/kg] (DIC) * PI: Kurihara, Haruko
	Carbon, inorganic, dissolved, standard deviation [±] (DIC std dev) * PI: Kurihara, Haruko
	Carbon dioxide [µmol/kg] (CO2) * PI: Kurihara, Haruko
	Carbon dioxide, standard deviation [±] (CO2 std dev) * PI: Kurihara, Haruko
	Bicarbonate ion [µmol/kg] ([HCO3]-) * PI: Kurihara, Haruko
	Bicarbonate ion, standard deviation [±] ([HCO3]- std dev) * PI: Kurihara, Haruko
	Carbonate ion [µmol/kg] ([CO3]2-) * PI: Kurihara, Haruko
	Carbonate ion, standard deviation [±] ([CO3]2- std dev) * PI: Kurihara, Haruko
	Calcium ion [mmol/l] (Ca2+) * PI: Kurihara, Haruko
	Calcite saturation state (Omega Cal) * PI: Kurihara, Haruko
	Aragonite saturation state (Omega Arg) * PI: Kurihara, Haruko
	Carbonate system computation flag (CSC flag) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	pH (pH) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010) * COMMENT: total scale
	Carbon dioxide [µmol/kg] (CO2) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Fugacity of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (fCO2water_SST_wet) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (pCO2water_SST_wet) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Bicarbonate ion [µmol/kg] ([HCO3]-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbonate ion [µmol/kg] ([CO3]2-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbon, inorganic, dissolved [µmol/kg] (DIC) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Aragonite saturation state (Omega Arg) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Calcite saturation state (Omega Cal) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	4642 data points
*/
Type (study)	Species	Reg spec no	URL ref (WoRMS Aphia ID)	Treat	Time [h] (after fertilization)	Stage	Perc [%] (distribution at each developm...)	Perc std dev [±] (distribution at each developm...)	Status	Perc [%] (distribution of normal and di...)	Perc std dev [±] (distribution of normal and di...)	l [µm] (shell)	l std dev [±] (shell)	h [µm] (shell)	h std dev [±] (shell)	Temp [°C]	Temp std dev [±]	pH (NBS scale, Potentiometric)	pH std dev [±] (NBS scale, Potentiometric)	AT [µmol/kg] (Potentiometric titration)	AT std dev [±] (Potentiometric titration)	Sal	Sal std dev [±]	DIC [µmol/kg]	DIC std dev [±]	CO2 [µmol/kg]	CO2 std dev [±]	[HCO3]- [µmol/kg]	[HCO3]- std dev [±]	[CO3]2- [µmol/kg]	[CO3]2- std dev [±]	Ca2+ [mmol/l]	Omega Cal	Omega Arg	CSC flag (Calculated using seacarb afte...)	pH (total scale, Calculated using...)	CO2 [µmol/kg] (Calculated using seacarb afte...)	fCO2water_SST_wet [µatm] (Calculated using seacarb afte...)	pCO2water_SST_wet [µatm] (Calculated using seacarb afte...)	[HCO3]- [µmol/kg] (Calculated using seacarb afte...)	[CO3]2- [µmol/kg] (Calculated using seacarb afte...)	DIC [µmol/kg] (Calculated using seacarb afte...)	Omega Arg (Calculated using seacarb afte...)	Omega Cal (Calculated using seacarb afte...)
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	4	Morula	18.566098140	32.200000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	4	Gastrula	0.000000000	0.000000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	4	Trochophore	0.000000000	0.000000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	4	D-larva	0.000000000	0.000000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	4	Abnormal	0.000000000	0.000000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	24	1-cell	0.600000000	0.547722558								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	24	2-cell	0.000000000	0.000000000								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	24	4-cell	0.200000000	0.447213595								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	24	Morula	0.000000000	0.000000000								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	24	Gastrula	99.200000000	0.836660027								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	24	Trochophore	0.000000000	0.000000000								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	24	D-larva	0.000000000	0.000000000								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	24	Abnormal	0.000000000	0.000000000								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	24	1-cell	0.836660027	0.800000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	24	2-cell	0.447213595	0.200000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	24	4-cell	0.547722558	0.400000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	24	Morula	0.447213595	0.200000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	24	Gastrula	1.643167673	98.200000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	24	Trochophore	0.000000000	0.000000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	24	D-larva	0.000000000	0.000000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	24	Abnormal	0.447213595	0.200000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	54	1-cell	0.200000000	0.447213595								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	54	2-cell	0.000000000	0.000000000								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	54	4-cell	0.000000000	0.000000000								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	54	Morula	0.000000000	0.000000000								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	54	Gastrula	0.200000000	0.447213595								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	54	Trochophore	0.200000000	0.447213595								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	54	D-larva	99.400000000	0.894427191								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	54	Abnormal	0.000000000	0.000000000								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	54	1-cell	0.547722558	0.600000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	54	2-cell	0.000000000	0.000000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	54	4-cell	0.000000000	0.000000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	54	Morula	0.000000000	0.000000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	54	Gastrula	7.536577473	9.400000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	54	Trochophore	20.980943730	66.800000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	54	D-larva	24.903814970	23.200000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	54	Abnormal	0.000000000	0.000000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	120	1-cell	0.000000000	0.000000000								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	120	2-cell	0.000000000	0.000000000								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	120	4-cell	0.000000000	0.000000000								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	120	Morula	0.000000000	0.000000000								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	120	Gastrula	0.000000000	0.000000000								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	120	Trochophore	0.000000000	0.000000000								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	120	D-larva	94.600000000	2.576819745								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	Control	120	Abnormal	5.400000000	2.576819745								13	0.2	8.13	0.03	1956	21	35.5	0.67	1757	7	14.3	0.2	1645	22	120.0	1.7	12	3.37	2.23	26	8.02	14.25	358.78	360.11	1645.58	120.26	1780.1	1.83	2.86
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	120	1-cell	0.000000000	0.000000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	120	2-cell	0.000000000	0.000000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
laboratory	Mytilus galloprovincialis (mollusk)	151896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151896	High CO2	120	4-cell	0.000000000	0.000000000								13	0.2	7.42	0.03	1942	26	35.5	0.67	1971	24	83.3	1.1	1873	25	26.8	0.3	12	0.75	0.49	26	7.31	83.22	2094.66	2102.47	1873.09	26.69	1983.0	0.41	0.63
