/* DATA DESCRIPTION:
Citation:	Ventura, Alexander; Schulz, Sabrina; Dupont, Sam (2016): Maintained larval growth in mussel larvae exposed to acidified undersaturated seawater. PANGAEA, https://doi.org/10.1594/PANGAEA.861987, 
	Supplement to: Ventura, A et al. (2016): Maintained larval growth in mussel larvae exposed to acidified under-saturated seawater. Scientific Reports, 6, 23728, https://doi.org/10.1038/srep23728
Abstract:	Ocean acidification (OA) is known to affect bivalve early life-stages. We tested responses of blue mussel larvae to a wide range of pH in order to identify their tolerance threshold. Our results confirmed that decreasing seawater pH and decreasing saturation state increases larval mortality rate and the percentage of abnormally developing larvae. Virtually no larvae reared at average pHT 7.16 were able to feed or reach the D-shell stage and their development appeared to be arrested at the trochophore stage. However larvae were capable of reaching the D-shell stage under milder acidification (pHT=7.35, 7.6, 7.85) including in under-saturated seawater with omega Aragonite as low as 0.54±0.01 (mean±s. e. m.), with a tipping point for normal development identified at pHT 7.765. Additionally growth rate of normally developing larvae was not affected by lower pHT despite potential increased energy costs associated with compensatory calcification in response to increased shell dissolution. Overall, our results on OA impacts on mussel larvae suggest an average pHT of 7.16 is beyond their physiological tolerance threshold and indicate a shift in energy allocation towards growth in some individuals revealing potential OA resilience.
Keyword(s):	Animalia; Behaviour; Bottles or small containers/Aquaria (<20 L); Calcification/Dissolution; Coast and continental shelf; Growth/Morphology; Laboratory experiment; Mollusca; Mortality/Survival; Mytilus edulis; North Atlantic; Pelagos; Single species; Temperate; Zooplankton
Further details:	Gattuso, Jean-Pierre; Epitalon, Jean-Marie; Lavigne, Héloise (2015): seacarb: seawater carbonate chemistry with R. R package version 3.0.8. https://cran.r-project.org/package=seacarb
Project(s):	Ocean Acidification International Coordination Centre (OA-ICC) (URI: http://www.iaea.org/ocean-acidification/page.php?page=2181)
Coverage:	LATITUDE: 58.248210 * LONGITUDE: 11.438010
	DATE/TIME START: 2014-04-30T00:00:00 * DATE/TIME END: 2014-04-30T00:00:00
Event(s):	Blabarsholmen * LATITUDE: 58.248210 * LONGITUDE: 11.438010 * DATE/TIME: 2014-04-30T00:00:00 * METHOD/DEVICE: Experiment (EXP)
Comment:	In table 1 of the paper, "7.80 ± 0.031" in the column of measured pH is a spelling mistake, the correct value is "7.86± 0.031". This spelling mistake only applies to this table and does not affect analyses in any way.
	In order to allow full comparability with other ocean acidification data sets, the R package seacarb (Gattuso et al, 2015) was used to compute a complete and consistent set of carbonate system variables, as described by Nisumaa et al. (2010). In this dataset the original values were archived in addition with the recalculated parameters (see related PI). The date of carbonate chemistry calculation is 2016-06-24.
Parameter(s):	Type (Type) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se) * COMMENT: study
	Species (Species) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se)
	Registration number of species (Reg spec no) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se)
	Uniform resource locator/link to reference (URL ref) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se) * COMMENT: WoRMS Aphia ID
	Figure (Fig) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se)
	Treatment (Treat) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se)
	pH (pH) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se) * COMMENT: average, total scale
	Mortality (Mortality) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se) * COMMENT: ln (relative density) ln (1/day)
	Abnormality [%] (Abn) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se) * COMMENT: larvae
	Growth rate [mm/day] (µ) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se)
	Feeding rate per individual [ng/#/h] (Feed rate/ind) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se)
	Feeding rate, standard error [±] (Feed rate std e) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se)
	Calcification rate [%] (Calc rate) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se) * COMMENT: relative
	Calcification rate, standard error [±] (Calc rate std e) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se) * COMMENT: relative
	Dissolution rate [%] (Diss rate) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se) * COMMENT: relative
	Dissolution rate, standard error [±] (Diss rate std e) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se) * COMMENT: relative
	Incubation duration [days] (Inc dur) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se)
	Length [µm] (l) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se) * COMMENT: larval
	pH (pH) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se) * COMMENT: mean for each treatment, total scale
	Alkalinity, total [µmol/kg] (AT) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se)
	Temperature, water [°C] (Temp) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se)
	Salinity (Sal) * PI: Ventura, Alexander (alexander.ventura@bioenv.gu.se)
	Carbonate system computation flag (CSC flag) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbon dioxide [µmol/kg] (CO2) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Fugacity of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (fCO2water_SST_wet) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (pCO2water_SST_wet) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Bicarbonate ion [µmol/kg] ([HCO3]-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbonate ion [µmol/kg] ([CO3]2-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbon, inorganic, dissolved [µmol/kg] (DIC) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Aragonite saturation state (Omega Arg) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Calcite saturation state (Omega Cal) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	6699 data points
*/
Type (study)	Species	Reg spec no	URL ref (WoRMS Aphia ID)	Fig	Treat	pH (average, total scale)	Mortality (ln (relative density) ln (1/day))	Abn [%] (larvae)	µ [mm/day]	Feed rate/ind [ng/#/h]	Feed rate std e [±]	Calc rate [%] (relative)	Calc rate std e [±] (relative)	Diss rate [%] (relative)	Diss rate std e [±] (relative)	Inc dur [days]	l [µm] (larval)	pH (mean for each treatment, tota...)	AT [µmol/kg]	Temp [°C]	Sal	CSC flag	CO2 [µmol/kg]	fCO2water_SST_wet [µatm]	pCO2water_SST_wet [µatm]	[HCO3]- [µmol/kg]	[CO3]2- [µmol/kg]	DIC [µmol/kg]	Omega Arg	Omega Cal
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	1c	pH=7.6	7.592261000			0.002400									7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	1c	pH=7.6	7.660388000			0.002000									7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	1c	pH=8.1	8.100005953			0.001091									8.12	2370.48	9.23	34	8	15.32	338.32	339.64	1993.39	152.40	2161.12	2.32	3.65
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	1c	pH=8.1	8.114154832			0.002000									8.12	2370.48	9.23	34	8	15.32	338.32	339.64	1993.39	152.40	2161.12	2.32	3.65
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	1c	pH=8.1	8.101223964			0.002188									8.12	2370.48	9.23	34	8	15.32	338.32	339.64	1993.39	152.40	2161.12	2.32	3.65
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	3	pH=8.1					0.453662805	0.047433772							8.12	2370.48	9.23	34	8	15.32	338.32	339.64	1993.39	152.40	2161.12	2.32	3.65
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	3	pH=7.85					0.577921313	0.067864849							7.87	2430.62	10.05	34	8	29.56	670.72	673.31	2192.57	96.70	2318.84	1.47	2.32
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	3	pH=7.6					0.554046654	0.044948466							7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	3	pH=7.35					0.660278145	0.060573418							7.43	2394.59	9.59	34	8	85.31	1907.38	1914.80	2303.67	36.78	2425.76	0.56	0.88
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	3	pH=7.1					0.128770104	0.018880688							7.17	2401.63	9.58	34	8	160.80	3593.00	3607.01	2351.53	20.30	2532.63	0.31	0.49
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	5a	pH=8.1							8.260585723	0.169955122									8								
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	5a	pH=7							14.630244310	0.340825509									8								
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	5b	pH 8.1 - 8.1							6.739957000	0.360523900									8								
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	5b	pH 8.1 -7.0							12.242668000	0.382354400									8								
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	5b	pH 7.0 - 8.1							7.312198000	0.222781300									8								
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	5b	pH 7.0 - 7.0							13.091531000	0.870227900									8								
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	5b	pH 8.1 - 8.1							11.538498000	1.763981000									8								
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	5b	pH 8.1 -7.0							50.201929000	1.930555000									8								
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	5b	pH 7.0 - 8.1							8.302418000	1.080880000									8								
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	5b	pH 7.0 - 7.0							58.978188000	2.156068000									8								
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	5c	pH 8.1 - 8.1									11.538498	1.763981							8								
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	5c	pH 8.1 -7.0									50.201929	1.930555							8								
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	5c	pH 7.0 - 8.1									8.302418	1.080880							8								
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	5c	pH 7.0 - 7.0									58.978188	2.156068							8								
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.35											5	80	7.43	2394.59	9.59	34	8	85.31	1907.38	1914.80	2303.67	36.78	2425.76	0.56	0.88
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.35											5	73	7.43	2394.59	9.59	34	8	85.31	1907.38	1914.80	2303.67	36.78	2425.76	0.56	0.88
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.35											5	77	7.43	2394.59	9.59	34	8	85.31	1907.38	1914.80	2303.67	36.78	2425.76	0.56	0.88
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.35											5	82	7.43	2394.59	9.59	34	8	85.31	1907.38	1914.80	2303.67	36.78	2425.76	0.56	0.88
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.35											5	75	7.43	2394.59	9.59	34	8	85.31	1907.38	1914.80	2303.67	36.78	2425.76	0.56	0.88
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.35											24	112	7.43	2394.59	9.59	34	8	85.31	1907.38	1914.80	2303.67	36.78	2425.76	0.56	0.88
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.35											24	144	7.43	2394.59	9.59	34	8	85.31	1907.38	1914.80	2303.67	36.78	2425.76	0.56	0.88
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.35											24	135	7.43	2394.59	9.59	34	8	85.31	1907.38	1914.80	2303.67	36.78	2425.76	0.56	0.88
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.35											24	162	7.43	2394.59	9.59	34	8	85.31	1907.38	1914.80	2303.67	36.78	2425.76	0.56	0.88
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.35											24	99	7.43	2394.59	9.59	34	8	85.31	1907.38	1914.80	2303.67	36.78	2425.76	0.56	0.88
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.35											24	148	7.43	2394.59	9.59	34	8	85.31	1907.38	1914.80	2303.67	36.78	2425.76	0.56	0.88
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.35											24	117	7.43	2394.59	9.59	34	8	85.31	1907.38	1914.80	2303.67	36.78	2425.76	0.56	0.88
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											5	106	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											5	100	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											5	107	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											5	102	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											5	101	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											5	107	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											5	95	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											5	104	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											5	98	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											5	100	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											5	101	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											5	102	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											5	106	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											5	104	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											5	105	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											5	78	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	132	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	163	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	151	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	160	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	158	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	130	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	146	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	131	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	155	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	136	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	158	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	138	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	132	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	119	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	156	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	107	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	134	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	149	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	132	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	106	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	136	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	121	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	152	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	111	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	145	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	157	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	140	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	122	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.6											24	154	7.63	2376.49	9.41	34	8	53.05	1178.77	1183.37	2237.88	55.99	2346.92	0.85	1.34
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.85											5	116	7.87	2430.62	10.05	34	8	29.56	670.72	673.31	2192.57	96.70	2318.84	1.47	2.32
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.85											5	110	7.87	2430.62	10.05	34	8	29.56	670.72	673.31	2192.57	96.70	2318.84	1.47	2.32
laboratory	Mytilus edulis (mollusk)	140480	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140480	s1	pH=7.85											5	103	7.87	2430.62	10.05	34	8	29.56	670.72	673.31	2192.57	96.70	2318.84	1.47	2.32
