/* DATA DESCRIPTION:
Citation:	Pusceddu, F H; Guimarães, M M; Lopes, L O; Souza, L S; Cortez, F S; Pereira, C D S; Choueri, R B; Cesar, A (2022): Seawater carbonate chemistry and embriolarval development of Echinometra lucunter and neutral red retention time of Perna perna. PANGAEA, https://doi.org/10.1594/PANGAEA.943292
Abstract:	Since the last decade, several studies have reported the presence and effects of pharmaceutical residues in the marine environment, especially those of the antihypertensive class, such as losartan. However, there is little knowledge about the physiological effects of losartan in marine invertebrates regarding its behavior under possible coastal ocean acidification scenarios. The objective of this study was to evaluate biological effects on marine organisms at different levels of the biological organization caused by the compound losartan in water and sediment under coastal ocean acidification scenarios. Water and sediment samples were collected at five sites around the Santos Submarine Sewage outfall (SSO) and two sites around the Guarujá Submarine Sewage Outfall (GSO). Losartan was found in concentrations ranging from effects pH and losartan on the toxicity results. The water toxicity test with Echinometra lucunter embryos/larvae showed LOECs 50–100 mg/L, with values decreasing as the pH decreased. In the sediment assays, LOEC value for sea urchin embryo-larval development was 1.0 μg/g for all tested pHs. Regarding the lysosomal membrane stability assays with adult bivalves, a LOEC of 3000 ng/L was found for Perna perna in water exposure (both at pH 8.0 and 7.6). Effects for Mytella guyanensis were observed at environmentally relevant concentrations in sediment (LOEC = 3 ng/g at pH 8.0 and 7.6). This study demonstrated that coastal ocean acidification by itself causes effects on marine invertebrates, but can also increase the negative effects of losartan in waterborne exposure. There is a need to deepen the studies on the ecotoxicity of pharmaceutical residues and acidification of the marine environment.
Keyword(s):	Animalia; Benthic animals; Benthos; Bottles or small containers/Aquaria (<20 L); Coast and continental shelf; Containers and aquaria (20-1000 L or < 1 m**2); Development; Echinodermata; Echinometra lucunter; Laboratory experiment; Mollusca; Mytella guyanensis; Other; Other studied parameter or process; Perna perna; Single species; South Atlantic; Temperate
Supplement to:	Pusceddu, F H; Guimarães, M M; Lopes, L O; Souza, L S; Cortez, F S; Pereira, C D S; Choueri, R B; Cesar, A (2022): Biological effects of the antihypertensive losartan under different ocean acidification scenarios. Environmental Pollution, 292, 118329, https://doi.org/10.1016/j.envpol.2021.118329
Further details:	Gattuso, Jean-Pierre; Epitalon, Jean-Marie; Lavigne, Héloise; Orr, James (2021): seacarb: seawater carbonate chemistry with R. R package version 3.2.16. https://cran.r-project.org/web/packages/seacarb/index.html
Project(s):	Ocean Acidification International Coordination Centre (OA-ICC) (URI: http://www.iaea.org/ocean-acidification/page.php?page=2181)
Coverage:	MEDIAN LATITUDE: -24.202933 * MEDIAN LONGITUDE: -46.519333 * SOUTH-BOUND LATITUDE: -25.033300 * WEST-BOUND LONGITUDE: -47.933300 * NORTH-BOUND LATITUDE: -23.566600 * EAST-BOUND LONGITUDE: -45.300000
Event(s):	Cananeia_OA * LATITUDE: -25.033300 * LONGITUDE: -47.933300 * METHOD/DEVICE: Experiment (EXP) * COMMENT: The location indicates where the studied organisms were collected
	Cocanha_beach * LATITUDE: -23.566600 * LONGITUDE: -45.300000 * METHOD/DEVICE: Experiment (EXP) * COMMENT: The location indicates where the studied organisms were collected
	Ilha_das_Palmas * LATITUDE: -24.008900 * LONGITUDE: -46.324700 * METHOD/DEVICE: Experiment (EXP) * COMMENT: The location indicates where the studied organisms were collected
Comment:	In order to allow full comparability with other ocean acidification data sets, the R package seacarb (Gattuso et al, 2021) was used to compute a complete and consistent set of carbonate system variables, as described by Nisumaa et al. (2010). In this dataset the original values were archived in addition with the recalculated parameters (see related PI). The date of carbonate chemistry calculation by seacarb is 2022-04-13.
Parameter(s):	Event label (Event) * PI: Choueri, R B (rodrigo.choueri@unifesp.br)
	Type (Type) * PI: Choueri, R B (rodrigo.choueri@unifesp.br) * COMMENT: study
	Species (Species) * PI: Choueri, R B (rodrigo.choueri@unifesp.br)
	Registration number of species (Reg spec no) * PI: Choueri, R B (rodrigo.choueri@unifesp.br) * COMMENT: WoRMS Aphia ID
	Uniform resource locator/link to reference (URL ref) * PI: Choueri, R B (rodrigo.choueri@unifesp.br)
	Treatment (Treat) * PI: Choueri, R B (rodrigo.choueri@unifesp.br)
	Treatment (Treat) * PI: Choueri, R B (rodrigo.choueri@unifesp.br) * COMMENT: Losartan levels
	Replicate (Replicate) * PI: Choueri, R B (rodrigo.choueri@unifesp.br)
	Embriolarval development [%] (Embriolarval dev) * PI: Choueri, R B (rodrigo.choueri@unifesp.br)
	Retention time [min] (Retention) * PI: Choueri, R B (rodrigo.choueri@unifesp.br) * COMMENT: neutral red retention time
	Salinity (Sal) * PI: Choueri, R B (rodrigo.choueri@unifesp.br)
	Temperature, water [°C] (Temp) * PI: Choueri, R B (rodrigo.choueri@unifesp.br)
	Temperature, water, standard deviation [±] (Temp std dev) * PI: Choueri, R B (rodrigo.choueri@unifesp.br)
	pH (pH) * PI: Choueri, R B (rodrigo.choueri@unifesp.br) * METHOD/DEVICE: Potentiometric * COMMENT: NBS scale
	Alkalinity, total [µmol/kg] (AT) * PI: Choueri, R B (rodrigo.choueri@unifesp.br) * METHOD/DEVICE: Potentiometric titration
	Carbon, inorganic, dissolved [µmol/kg] (DIC) * PI: Choueri, R B (rodrigo.choueri@unifesp.br) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Bicarbonate ion [µmol/kg] ([HCO3]-) * PI: Choueri, R B (rodrigo.choueri@unifesp.br) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Carbonate ion [µmol/kg] ([CO3]2-) * PI: Choueri, R B (rodrigo.choueri@unifesp.br) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Carbon dioxide [µmol/kg] (CO2) * PI: Choueri, R B (rodrigo.choueri@unifesp.br) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (pCO2water_SST_wet) * PI: Choueri, R B (rodrigo.choueri@unifesp.br) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Calcite saturation state (Omega Cal) * PI: Choueri, R B (rodrigo.choueri@unifesp.br) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Aragonite saturation state (Omega Arg) * PI: Choueri, R B (rodrigo.choueri@unifesp.br) * METHOD/DEVICE: Calculated using CO2SYS (URI: http://cdiac.ornl.gov/oceans/co2rprt.html)
	Carbonate system computation flag (CSC flag) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	pH (pH) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010) * COMMENT: total scale
	Carbon dioxide [µmol/kg] (CO2) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Fugacity of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (fCO2water_SST_wet) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Partial pressure of carbon dioxide (water) at sea surface temperature (wet air) [µatm] (pCO2water_SST_wet) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Bicarbonate ion [µmol/kg] ([HCO3]-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbonate ion [µmol/kg] ([CO3]2-) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Carbon, inorganic, dissolved [µmol/kg] (DIC) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Aragonite saturation state (Omega Arg) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
	Calcite saturation state (Omega Cal) * PI: Yang, Yan (https://orcid.org/0000-0003-4900-5606, yangyan@xmu.edu.cn, http://mel.xmu.edu.cn/en/) * METHOD/DEVICE: Calculated using seacarb after Nisumaa et al. (2010) (URI: https://doi.org/10.5194/essd-2-167-2010)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	11869 data points
*/
Event	Type (study)	Species	Reg spec no (WoRMS Aphia ID)	URL ref	Treat	Treat (Losartan levels)	Replicate	Embriolarval dev [%]	Retention [min] (neutral red retention time)	Sal	Temp [°C]	Temp std dev [±]	pH (NBS scale, Potentiometric)	AT [µmol/kg] (Potentiometric titration)	DIC [µmol/kg] (Calculated using CO2SYS)	[HCO3]- [µmol/kg] (Calculated using CO2SYS)	[CO3]2- [µmol/kg] (Calculated using CO2SYS)	CO2 [µmol/kg] (Calculated using CO2SYS)	pCO2water_SST_wet [µatm] (Calculated using CO2SYS)	Omega Cal (Calculated using CO2SYS)	Omega Arg (Calculated using CO2SYS)	CSC flag (Calculated using seacarb afte...)	pH (total scale, Calculated using...)	CO2 [µmol/kg] (Calculated using seacarb afte...)	fCO2water_SST_wet [µatm] (Calculated using seacarb afte...)	pCO2water_SST_wet [µatm] (Calculated using seacarb afte...)	[HCO3]- [µmol/kg] (Calculated using seacarb afte...)	[CO3]2- [µmol/kg] (Calculated using seacarb afte...)	DIC [µmol/kg] (Calculated using seacarb afte...)	Omega Arg (Calculated using seacarb afte...)	Omega Cal (Calculated using seacarb afte...)
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 8.0	10 mg/L losartan in seawater	R3	96		30	25	2	7.86	1353.30	1206.0	1108.4	86.8	10.7	376.1	2.09	1.38	26	7.72	16.79	576.07	577.91	1191.85	59.76	1268.40	0.97	1.50
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.6	10 mg/L losartan in seawater	R3	84		30	25	2	7.45	1292.40	1253.4	1187.6	36.9	28.9	1011.0	0.89	0.58	26	7.31	44.45	1525.51	1530.40	1227.22	23.93	1295.60	0.39	0.60
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.3	10 mg/L losartan in seawater	R3	37		30	25	2	7.15	1227.50	1249.3	1174.1	18.6	56.6	2005.6	0.45	0.29	26	7.01	86.35	2963.19	2972.71	1195.37	11.69	1293.40	0.19	0.29
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 8.0	10 mg/L losartan in seawater	R4	87		30	25	2	7.86	1353.30	1206.0	1108.4	86.8	10.7	376.1	2.09	1.38	26	7.72	16.79	576.07	577.91	1191.85	59.76	1268.40	0.97	1.50
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.6	10 mg/L losartan in seawater	R4	88		30	25	2	7.45	1292.40	1253.4	1187.6	36.9	28.9	1011.0	0.89	0.58	26	7.31	44.45	1525.51	1530.40	1227.22	23.93	1295.60	0.39	0.60
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.3	10 mg/L losartan in seawater	R4	33		30	25	2	7.15	1227.50	1249.3	1174.1	18.6	56.6	2005.6	0.45	0.29	26	7.01	86.35	2963.19	2972.71	1195.37	11.69	1293.40	0.19	0.29
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 8.0	25 mg/L losartan in seawater	R1	90		30	25	2	7.85	1395.80	1243.9	1142.1	90.9	11.0	389.7	2.19	1.44	26	7.71	17.79	610.49	612.45	1233.87	60.44	1312.10	0.99	1.51
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.6	25 mg/L losartan in seawater	R1	81		30	25	2	7.45	1303.40	1264.3	1197.9	37.2	29.2	1019.8	0.90	0.59	26	7.31	44.85	1539.09	1544.03	1237.82	24.13	1306.80	0.39	0.60
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.3	25 mg/L losartan in seawater	R1	30		30	25	2	7.15	1257.70	1280.5	1203.4	19.0	58.0	2055.6	0.46	0.30	26	7.01	88.53	3038.02	3047.77	1225.00	11.97	1325.50	0.20	0.30
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 8.0	25 mg/L losartan in seawater	R2	75		30	25	2	7.85	1395.80	1243.9	1142.1	90.9	11.0	389.7	2.19	1.44	26	7.71	17.79	610.49	612.45	1233.87	60.44	1312.10	0.99	1.51
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.6	25 mg/L losartan in seawater	R2	89		30	25	2	7.45	1303.40	1264.3	1197.9	37.2	29.2	1019.8	0.90	0.59	26	7.31	44.85	1539.09	1544.03	1237.82	24.13	1306.80	0.39	0.60
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.3	25 mg/L losartan in seawater	R2	26		30	25	2	7.15	1257.70	1280.5	1203.4	19.0	58.0	2055.6	0.46	0.30	26	7.01	88.53	3038.02	3047.77	1225.00	11.97	1325.50	0.20	0.30
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 8.0	25 mg/L losartan in seawater	R3	78		30	25	2	7.85	1395.80	1243.9	1142.1	90.9	11.0	389.7	2.19	1.44	26	7.71	17.79	610.49	612.45	1233.87	60.44	1312.10	0.99	1.51
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.6	25 mg/L losartan in seawater	R3	87		30	25	2	7.45	1303.40	1264.3	1197.9	37.2	29.2	1019.8	0.90	0.59	26	7.31	44.85	1539.09	1544.03	1237.82	24.13	1306.80	0.39	0.60
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.3	25 mg/L losartan in seawater	R3	32		30	25	2	7.15	1257.70	1280.5	1203.4	19.0	58.0	2055.6	0.46	0.30	26	7.01	88.53	3038.02	3047.77	1225.00	11.97	1325.50	0.20	0.30
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 8.0	25 mg/L losartan in seawater	R4	88		30	25	2	7.85	1395.80	1243.9	1142.1	90.9	11.0	389.7	2.19	1.44	26	7.71	17.79	610.49	612.45	1233.87	60.44	1312.10	0.99	1.51
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.6	25 mg/L losartan in seawater	R4	83		30	25	2	7.45	1303.40	1264.3	1197.9	37.2	29.2	1019.8	0.90	0.59	26	7.31	44.85	1539.09	1544.03	1237.82	24.13	1306.80	0.39	0.60
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.3	25 mg/L losartan in seawater	R4	35		30	25	2	7.15	1257.70	1280.5	1203.4	19.0	58.0	2055.6	0.46	0.30	26	7.01	88.53	3038.02	3047.77	1225.00	11.97	1325.50	0.20	0.30
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 8.0	50 mg/L losartan in seawater	R1	91		30	25	2	7.85	1389.10	1238.8	1138.1	89.7	11.0	387.0	2.16	1.42	26	7.71	17.70	607.40	609.35	1227.75	60.15	1305.60	0.98	1.51
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.6	50 mg/L losartan in seawater	R1	77		30	25	2	7.45	1352.50	1313.3	1244.4	38.6	30.3	1058.3	0.93	0.61	26	7.31	46.57	1598.02	1603.14	1285.09	25.05	1356.70	0.41	0.63
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.3	50 mg/L losartan in seawater	R1	19		30	25	2	7.15	1317.70	1342.6	1261.7	19.9	60.9	2152.8	0.48	0.32	26	7.01	92.80	3184.59	3194.82	1283.86	12.54	1389.20	0.20	0.31
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 8.0	50 mg/L losartan in seawater	R2	92		30	25	2	7.85	1389.10	1238.8	1138.1	89.7	11.0	387.0	2.16	1.42	26	7.71	17.70	607.40	609.35	1227.75	60.15	1305.60	0.98	1.51
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.6	50 mg/L losartan in seawater	R2	87		30	25	2	7.45	1352.50	1313.3	1244.4	38.6	30.3	1058.3	0.93	0.61	26	7.31	46.57	1598.02	1603.14	1285.09	25.05	1356.70	0.41	0.63
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.3	50 mg/L losartan in seawater	R2	9		30	25	2	7.15	1317.70	1342.6	1261.7	19.9	60.9	2152.8	0.48	0.32	26	7.01	92.80	3184.59	3194.82	1283.86	12.54	1389.20	0.20	0.31
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 8.0	50 mg/L losartan in seawater	R3	96		30	25	2	7.85	1389.10	1238.8	1138.1	89.7	11.0	387.0	2.16	1.42	26	7.71	17.70	607.40	609.35	1227.75	60.15	1305.60	0.98	1.51
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.6	50 mg/L losartan in seawater	R3	75		30	25	2	7.45	1352.50	1313.3	1244.4	38.6	30.3	1058.3	0.93	0.61	26	7.31	46.57	1598.02	1603.14	1285.09	25.05	1356.70	0.41	0.63
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.3	50 mg/L losartan in seawater	R3	25		30	25	2	7.15	1317.70	1342.6	1261.7	19.9	60.9	2152.8	0.48	0.32	26	7.01	92.80	3184.59	3194.82	1283.86	12.54	1389.20	0.20	0.31
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 8.0	50 mg/L losartan in seawater	R4	90		30	25	2	7.85	1389.10	1238.8	1138.1	89.7	11.0	387.0	2.16	1.42	26	7.71	17.70	607.40	609.35	1227.75	60.15	1305.60	0.98	1.51
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.6	50 mg/L losartan in seawater	R4	79		30	25	2	7.45	1352.50	1313.3	1244.4	38.6	30.3	1058.3	0.93	0.61	26	7.31	46.57	1598.02	1603.14	1285.09	25.05	1356.70	0.41	0.63
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.3	50 mg/L losartan in seawater	R4	20		30	25	2	7.15	1317.70	1342.6	1261.7	19.9	60.9	2152.8	0.48	0.32	26	7.01	92.80	3184.59	3194.82	1283.86	12.54	1389.20	0.20	0.31
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 8.0	75 mg/L losartan in seawater	R1	80		30	25	2	7.85	1400.70	1250.1	1148.8	90.3	11.1	390.2	2.17	1.43	26	7.71	17.85	612.42	614.38	1238.27	60.68	1316.80	0.99	1.52
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.6	75 mg/L losartan in seawater	R1	80		30	25	2	7.45	1360.00	1319.8	1250.3	39.2	30.3	1068.0	0.94	0.62	26	7.31	46.82	1606.60	1611.76	1292.29	25.19	1364.30	0.41	0.63
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.3	75 mg/L losartan in seawater	R1	8		30	25	2	7.15	1351.40	1377.5	1294.6	20.4	62.6	2206.4	0.49	0.32	26	7.01	95.13	3264.72	3275.20	1316.89	12.87	1424.90	0.21	0.32
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 8.0	75 mg/L losartan in seawater	R2	83		30	25	2	7.85	1400.70	1250.1	1148.8	90.3	11.1	390.2	2.17	1.43	26	7.71	17.85	612.42	614.38	1238.27	60.68	1316.80	0.99	1.52
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.6	75 mg/L losartan in seawater	R2	66		30	25	2	7.45	1360.00	1319.8	1250.3	39.2	30.3	1068.0	0.94	0.62	26	7.31	46.82	1606.60	1611.76	1292.29	25.19	1364.30	0.41	0.63
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.3	75 mg/L losartan in seawater	R2	10		30	25	2	7.15	1351.40	1377.5	1294.6	20.4	62.6	2206.4	0.49	0.32	26	7.01	95.13	3264.72	3275.20	1316.89	12.87	1424.90	0.21	0.32
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 8.0	75 mg/L losartan in seawater	R3	80		30	25	2	7.85	1400.70	1250.1	1148.8	90.3	11.1	390.2	2.17	1.43	26	7.71	17.85	612.42	614.38	1238.27	60.68	1316.80	0.99	1.52
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.6	75 mg/L losartan in seawater	R3	61		30	25	2	7.45	1360.00	1319.8	1250.3	39.2	30.3	1068.0	0.94	0.62	26	7.31	46.82	1606.60	1611.76	1292.29	25.19	1364.30	0.41	0.63
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.3	75 mg/L losartan in seawater	R3	8		30	25	2	7.15	1351.40	1377.5	1294.6	20.4	62.6	2206.4	0.49	0.32	26	7.01	95.13	3264.72	3275.20	1316.89	12.87	1424.90	0.21	0.32
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 8.0	75 mg/L losartan in seawater	R4	79		30	25	2	7.85	1400.70	1250.1	1148.8	90.3	11.1	390.2	2.17	1.43	26	7.71	17.85	612.42	614.38	1238.27	60.68	1316.80	0.99	1.52
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.6	75 mg/L losartan in seawater	R4	71		30	25	2	7.45	1360.00	1319.8	1250.3	39.2	30.3	1068.0	0.94	0.62	26	7.31	46.82	1606.60	1611.76	1292.29	25.19	1364.30	0.41	0.63
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.3	75 mg/L losartan in seawater	R4	9		30	25	2	7.15	1351.40	1377.5	1294.6	20.4	62.6	2206.4	0.49	0.32	26	7.01	95.13	3264.72	3275.20	1316.89	12.87	1424.90	0.21	0.32
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 8.0	100 mg/L losartan in seawater	R1	62		30	25	2	7.85	1427.70	1275.5	1172.1	92.1	11.3	398.1	2.22	1.46	26	7.71	18.21	624.89	626.89	1262.93	61.86	1343.00	1.01	1.55
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.6	100 mg/L losartan in seawater	R1	40		30	25	2	7.45	1455.00	1414.7	1340.3	41.8	32.6	1142.4	1.01	0.66	26	7.31	50.11	1719.71	1725.22	1383.70	26.98	1460.80	0.44	0.68
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 7.3	100 mg/L losartan in seawater	R1	1		30	25	2	7.15	1394.00	1421.9	1336.2	20.9	64.8	2272.3	0.50	0.33	26	7.01	98.23	3370.84	3381.67	1358.70	13.27	1470.20	0.22	0.33
Ilha_das_Palmas	laboratory	Echinometra lucunter (Echinodermata)	213380	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213380	pH 8.0	100 mg/L losartan in seawater	R2	24		30	25	2	7.85	1427.70	1275.5	1172.1	92.1	11.3	398.1	2.22	1.46	26	7.71	18.21	624.89	626.89	1262.93	61.86	1343.00	1.01	1.55
